acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_x_std,acc_y_std,acc_z_std,gyro_x_std,gyro_y_std,gyro_z_std,label,total_acc
0.00394687830234375,0.004816194429687504,-0.003942176867187503,0.06019138123437498,-0.007337191468750022,-0.009834358906249995,0.23419747982683703,0.18262810271787325,0.127406840323907,0.44906367487000176,0.6835100023314913,0.31270161706090216,0,0.0073698260203517085
-8.612090794877835,0.9042256469393065,9.304530814769237,0.7340015828898732,0.36981816501937376,0.3147600859855372,0.6547639102623819,0.37193603559316135,0.43128819134655627,0.42092700643733855,0.4326787964258437,0.928757727661438,1,12.710626481916327
-0.027565206578125,-0.005557427484375002,0.004797929050234385,0.27697117838203106,-0.07915940624999998,0.03776513176562501,0.31805590125730493,0.19812842686160836,0.0899462205496468,0.695639899660263,0.355160723153959,0.34030402963885664,0,0.028526228932508335
0.0008079773341171871,0.0010950969440624992,-0.0018525003246093756,-0.0008028185335156252,0.0005577856072656248,0.00031601524414062547,0.002729812268342232,0.0025585357275635825,0.004397226092234664,0.003446683910197034,0.002749664335273293,0.0035818558637231014,0,0.002298656595061555
-0.007383360382812506,-0.0037013506992187558,-0.0019897475281250047,0.13227027559140642,-0.024081004851562504,-0.0035395941796874685,0.22522267477255048,0.12990962445502754,0.14030684281028225,0.48252314189553497,0.27590744741366974,0.4016147637523283,0,0.00849547542911943
-0.004664386562500016,-0.012650597890625004,-0.006682901210937504,0.42023540725781244,-0.074099785625,0.012056074796874993,0.301482907048204,0.1644630380562359,0.11885402171326606,0.3133555560917525,0.34632360229137965,0.3506728258325686,0,0.015048431731907033
0.0012759305757812497,0.00010860490585937501,-0.00025759033429687483,0.00041687006265624994,0.001992880073437496,-0.00019341009558593742,0.004998939821227752,0.0035157576531569946,0.005451596319111536,0.011462687028677195,0.015669787083317906,0.007009566283742471,0,0.0013061954831162796
-0.00012249855872656265,-0.0017502841535156255,0.0013514607664062493,-0.010169616748437495,-0.0007617269117187503,0.0019487307546874996,0.0030755193341902593,0.009488546034816438,0.00819288772397976,0.04035929318540759,0.017681598291073578,0.007031774832905221,0,0.0022147114299775855
0.014029746484374984,0.001593549929687508,0.008078335932031245,0.40899128992968764,-0.16708758305468752,-0.008525436320312496,0.3246453734211216,0.23371582048438072,0.10995114132450991,0.6800662981045253,0.39308641031394337,0.42859640515127495,0,0.0162675351305902
-0.021626154382812488,-0.025376614126562485,0.03744949410703124,0.057680053492187494,-0.04338590604671873,-0.043312068421875,0.18140440037012187,0.157953767622038,0.18686242425124236,0.6411559334519915,0.6778293670068962,0.46764703736436,0,0.05014107803777516
0.009391760039062497,-0.03252092133203126,-0.003973223312500006,0.10166711496875001,-0.025799314999999916,0.03177980988359377,0.2479179862442048,0.2264140961599627,0.28750136902285117,0.43080022234206683,1.0715614323258238,0.7455787254582403,0,0.034082282558632875
-1.4898791562500085e-05,-0.00045895711288281265,0.00018522260656249996,5.502620554687503e-05,0.0008039859687500004,-0.0001851988440234373,0.0019165948236351872,0.0024822635347547624,0.004087647795338475,0.0030404431581872514,0.004618433157926193,0.0030675747079384275,0,0.0004951474724135793
-0.009305694132812504,-0.026914150375000008,-0.025579562031250003,0.2101470033453125,-0.10991734335937499,-0.04205190672109376,0.3261033000121206,0.21079608266961536,0.16019472122096243,0.7769452645934078,0.8320227558859407,0.4139039219821964,0,0.038278994597718226
-0.0003270614289843753,-0.007354686160156259,0.008627223390703126,0.00020440982812499318,-0.012533363851562496,0.00480024785,0.007566947895116391,0.018219179872636194,0.01180341998387991,0.11967590615862737,0.03168629557117926,0.041821159045650515,0,0.011341400315914189
0.001739494656953125,-1.6913390625000572e-05,-0.004840317927656246,-0.0011698647209531263,-0.0027476267683593752,-0.019224349398437524,0.002387024693020035,0.006410783154249157,0.004075561810764111,0.019685396797115902,0.00743956524718426,0.016267554635283208,0,0.0051434235062982475
0.00024084175421875,-0.0021010879513281254,0.0021913629585937505,-0.000661396734609375,0.0020901848804687484,-0.0001552928929687503,0.0029268152050897066,0.0053432804261475805,0.007488211603744102,0.01156938280801557,0.015217387072256958,0.009284940472394452,0,0.0030454305025871364
-0.00122962558325,-0.0013231552343749998,-0.0035188339109375,-0.00021836311796875058,-0.0008733933867187501,-0.00046322247109375055,0.004060775811969569,0.009454639801162115,0.008921422409205867,0.01550570494600295,0.020077375840306676,0.015767295883627564,0,0.003955364830455032
-0.004631906003906248,-0.0032004882492187485,0.0014699149898437483,-0.0013642332,0.01020510661328125,-0.0035861386289843763,0.010400671697158555,0.005904212210151816,0.007165913634455452,0.01459466450273294,0.02625956563049573,0.0048486199149934085,0,0.005818790968902163
-2.805550515556016,2.592601285363709,0.7777762751422223,4.304614883813351,4.781880510442036,4.4908523772860995,2.5496005513190445,3.4803152579795986,3.5709777833414824,2.2879016746214718,2.321254730205983,2.2689051730572674,2,3.898413915219918
-0.006596491515624993,-0.0030319926562499978,-0.0011384740078125032,-0.05875658375000002,0.07236176882812494,-0.0319482693140625,0.22626389922735135,0.15019227718238187,0.15545945921946477,0.6231501521615823,0.6449955063024022,0.17462378612713259,0,0.0073486599356434425
0.004478258015625002,0.0015989525015624988,0.01250916907031249,-1.819888281251003e-05,0.001847465187500025,0.0071189450859375294,0.18695033447912437,0.14417082494139538,0.11654246471116401,0.34360265187247474,0.32496776401163546,0.2676094607194582,0,0.013382479396076992
0.0031218395457031298,0.007866809914062502,-0.010584398460937502,-0.17707045406562488,-0.009668671609374992,0.0007780377656250006,0.2442714179777798,0.17973446137370191,0.1333647758044832,0.45832646628298745,0.725869892489008,0.3540065135544695,0,0.013552198019251494
-0.01265364585937501,0.0055317160234375036,0.006953158266406236,0.5173606765781252,-0.10919045921953124,-0.18325963560000008,0.39105871599764735,0.1431534975184863,0.23731860563389018,0.36361807500228766,0.7008561960356304,0.2240668849023506,0,0.015461599062714276
1.4078236879232602,1.490572353704747,24.72526439977745,-5.658239953938239,-7.412158402785934,2.198071074219414,3.2767234528529166,3.8726378496668556,2.548596714784342,3.8810393538517127,1.6781246030739592,3.8158046849394576,2,24.810128438136086
0.0009743982825000001,0.008011313138984373,0.010429820964843748,-0.08716669960937502,0.03143807811718753,-0.12742912404687506,0.004871754522718386,0.003750682753261828,0.005141183989433953,0.0490914112534554,0.02380995219243796,0.07131715176717557,0,0.013187560638059518
43.42048954898918,-33.93563274367202,-21.095740151203294,-20.116043715906642,14.86144709414577,-15.0891874656849,11.712386112750501,12.057313776448972,11.739133578071902,11.833559116788189,11.917985655320699,11.635962510721706,3,59.00844291213211
-0.006915534156250002,0.006801572429687506,0.02349415075,-0.047405013921874954,0.06964301825078122,0.0004303125281250019,0.09573649872839958,0.13043106598445306,0.10120135790343676,0.6646621451065936,0.2732128869012426,0.17601354764667873,0,0.025417732385999176
-0.0002147339360156251,0.0035134941028125005,0.0030080966104843766,0.004248791629140624,0.005708027250000001,-0.005538735706015625,0.0021512267071044293,0.00561853599869146,0.007959194649759376,0.008065483718655462,0.011631672807537722,0.006966074920079735,0,0.004630269613292791
-0.0041511714000000074,0.00435706425,0.0008706433132812511,0.04354563792968749,-0.01600393499531249,-0.0017030944437500086,0.13026898769302295,0.1562073917907583,0.10132906230408603,0.5197812452811131,0.30181466305166765,0.18059870256836397,0,0.006080645742827602
-5.582123923508334,0.7525521638514955,8.751589933488122,-0.15013375638793147,-0.49356582750415895,0.05172289202641761,1.2392083469520263,1.3353963416006824,1.2051901879366,0.6998907403423049,1.4149336824258247,1.4660172040213788,1,10.407534223852078
-0.00031372066968750025,0.0003416304532031264,-2.4117794257812446e-05,0.0006210648932031251,-0.0018338108875781264,9.07240851562504e-05,0.002919929854589823,0.004470668682574637,0.00736825608488412,0.005537470215760596,0.010531779960807038,0.005267500561408659,0,0.0004644498822745134
0.6242031203594804,-1.9648010579335655,15.592815229992715,-7.170087304660019,-4.376641644792566,-1.9611107875614187,3.0605454510453027,2.9798075845101506,2.142018967212885,1.8243172143898574,3.1495636366770747,1.6970642566373648,2,15.728507860868943
0.012010780128437506,0.062062225653124976,0.0331078043266406,0.032338077453125,0.08209659175781246,-0.12384989796875004,0.008266176402180551,0.07530615775674344,0.05430464042726073,0.05170444004871178,0.04152120479488811,0.05667591793105318,0,0.07135898962039888
0.0080911981015625,-0.014676993359375001,-0.012954765210937495,-0.07926111811718749,0.027478501734374976,0.03198324278906248,0.2712553839444102,0.18876613598357997,0.24385692020991664,0.4513625764439932,1.1440561847690904,0.49095165513763334,0,0.021182718486076873
0.006709199364062507,0.021651690828124993,-0.004883721492968751,-0.12960732115624998,0.05371074908890627,-0.0015887772078124812,0.3075982118453003,0.18227034601895872,0.11789840072772188,0.6042290972091257,0.553125119336533,0.3347326140481637,0,0.023187492478582792
-7.230739834735762,1.3444748376984392,9.683333437164233,-0.7067830733669969,-0.5115725605968076,0.14193584330592318,0.3419241353030476,0.9232373821769659,0.3569794457750058,0.8966790204102095,1.068175491941736,0.4882398720994387,1,12.159693976500463
-3.7466857525076502,3.1996160623336785,20.4625097417804,-7.3577019044444825,-7.4172477917517075,-3.6485669562385707,2.8352447754888885,3.0396017311739607,3.201917047015521,3.255685418182643,1.834046159547702,1.9815653250887542,2,21.047315791018228
